test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
Irx2	Irx2	Irx2	chr13:72628819-72634196	SQ	IV	NOTEST	0	0.250348	inf	0	1	1	no
Irx3	Irx3	Irx3	chr8:91798510-91801654	SQ	IV	NOTEST	0	0	0	0	1	1	no
Irx4	Irx4	Irx4	chr13:73260496-73269620	SQ	IV	NOTEST	0	0	0	0	1	1	no
Irx5	Irx5	Irx5	chr8:92357795-92361456	SQ	IV	NOTEST	0	0.00736068	inf	0	1	1	no
Irx6	Irx6	Irx6	chr8:92674288-92680956	SQ	IV	NOTEST	0	0.0891049	inf	0	1	1	no
Isl1	Isl1	Isl1	chr13:116298269-116309688	SQ	IV	NOTEST	0	0.223811	inf	0	1	1	no
Isl2	Isl2	Isl2	chr9:55541148-55546178	SQ	IV	NOTEST	0	0.0402385	inf	0	1	1	no
Islr	Islr	Islr	chr9:58156263-58159221	SQ	IV	NOTEST	0	0.0171165	inf	0	1	1	no
Islr2	Islr2	Islr2	chr9:58196296-58208808	SQ	IV	NOTEST	0	0	0	0	1	1	no
Ism1	Ism1	Ism1	chr2:139678177-139758581	SQ	IV	NOTEST	0	0	0	0	1	1	no
Ism2	Ism2	Ism2	chr12:87278637-87299705	SQ	IV	NOTEST	0	0.105139	inf	0	1	1	no
Isx	Isx	Isx	chr8:74873173-74893506	SQ	IV	NOTEST	0	0.0428336	inf	0	1	1	no
Itga1	Itga1	Itga1	chr13:114958080-115101964	SQ	IV	NOTEST	0.0669762	0.0254188	-1.39775	0	1	1	no
Itga10	Itga10	Itga10	chr3:96645583-96664519	SQ	IV	NOTEST	0.0515363	0.0692743	0.426732	0	1	1	no
Itga11	Itga11	Itga11	chr9:62677854-62783979	SQ	IV	NOTEST	0.0319467	0.0659466	1.04563	0	1	1	no
Itga2b	Itga2b	Itga2b	chr11:102453296-102469883	SQ	IV	NOTEST	0.010322	0.0458981	2.15271	0	1	1	no
Itga3	Itga3	Itga3	chr11:95044474-95076811	SQ	IV	NOTEST	0.0760495	0.1742	1.19573	0	1	1	no
Itga8	Itga8	Itga8	chr2:12106633-12312315	SQ	IV	NOTEST	0	0.00598415	inf	0	1	1	no
Itga9	Itga9	Itga9	chr9:118606708-118901003	SQ	IV	NOTEST	0.240157	0.118414	-1.02014	0	1	1	no
Itgb2l	Itgb2l	Itgb2l	chr16:96422297-96443614	SQ	IV	NOTEST	0	0.00686469	inf	0	1	1	no
Itgb4	Itgb4	Itgb4	chr11:115974724-116012719	SQ	IV	NOTEST	0.0400344	0.00282315	-3.82587	0	1	1	no
Itgb5	Itgb5	Itgb5	chr16:33829664-33949338	SQ	IV	NOTEST	0.110267	0.0527622	-1.06342	0	1	1	no
Itgb6	Itgb6	Itgb6	chr2:60598291-60722603	SQ	IV	NOTEST	0	0.00720598	inf	0	1	1	no
Itgb8	Itgb8	Itgb8	chr12:119162802-119238276	SQ	IV	NOTEST	0	0.00573046	inf	0	1	1	no
Itgbl1	Itgbl1	Itgbl1	chr14:123660139-123974079	SQ	IV	NOTEST	0	0	0	0	1	1	no
Itih1	Itih1	Itih1	chr14:30929179-30943289	SQ	IV	NOTEST	0	0	0	0	1	1	no
Itih2	Itih2	Itih2	chr2:10094590-10130683	SQ	IV	NOTEST	0	0.0224541	inf	0	1	1	no
Itih3	Itih3	Itih3	chr14:30908573-30923587	SQ	IV	NOTEST	0	0.130093	inf	0	1	1	no
Itih4	Itih4	Itih4	chr14:30886475-30901986	SQ	IV	NOTEST	0	0.00583299	inf	0	1	1	no
Itih5l-ps	Itih5l-ps	Itih5l-ps	chrX:150826916-150857407	SQ	IV	NOTEST	0	0.00776478	inf	0	1	1	no
Itln1	Itln1	Itln1	chr1:171518123-171535294	SQ	IV	NOTEST	0	0.0173009	inf	0	1	1	no
Itprid1	Itprid1	Itprid1	chr6:55837017-55978598	SQ	IV	NOTEST	0	0	0	0	1	1	no
Itpripl2	Itpripl2	Itpripl2	chr7:118485111-118491975	SQ	IV	NOTEST	0.00334098	0.00486216	0.541327	0	1	1	no
Itsn1	Itsn1	Itsn1	chr16:91729370-91920579	SQ	IV	NOTEST	0.524523	0.0836047	-2.64935	0	1	1	no
Ivl	Ivl	Ivl	chr3:92570899-92573735	SQ	IV	NOTEST	0	0	0	0	1	1	no
Iyd	Iyd	Iyd	chr10:3540273-3554879	SQ	IV	NOTEST	0	0	0	0	1	1	no
Izumo1	Izumo1	Izumo1	chr7:45621810-45627242	SQ	IV	NOTEST	0	0.0653561	inf	0	1	1	no
Izumo2	Izumo2	Izumo2	chr7:44708729-44719848	SQ	IV	NOTEST	0	0	0	0	1	1	no
Izumo3	Izumo3	Izumo3	chr4:92144317-92147221	SQ	IV	NOTEST	0	0	0	0	1	1	no
Jag1	Jag1	Jag1	chr2:137081450-137116520	SQ	IV	NOTEST	0	0.0368064	inf	0	1	1	no
Jag2	Jag2	Jag2	chr12:112908589-112929495	SQ	IV	NOTEST	0.253691	0.364677	0.523543	0	1	1	no
Jakmip2	Jakmip2	Jakmip2	chr18:43531407-43687773	SQ	IV	NOTEST	0	0.0293715	inf	0	1	1	no
Jakmip3	Jakmip3	Jakmip3	chr7:138940729-139083976	SQ	IV	NOTEST	0	0.0246213	inf	0	1	1	no
Jam2	Jam2	Jam2	chr16:84774122-84826375	SQ	IV	NOTEST	0.0560538	0.061573	0.135486	0	1	1	no
Jam3	Jam3	Jam3	chr9:27097383-27155421	SQ	IV	NOTEST	0.140339	0.140675	0.00345434	0	1	1	no
Jcad	Jcad	Jcad	chr18:4634928-4682869	SQ	IV	NOTEST	0.185393	0.0330576	-2.48753	0	1	1	no
Jhy	Jhy	Jhy	chr9:40894850-40964553	SQ	IV	NOTEST	0	0.214396	inf	0	1	1	no
Jph1	Jph1	Jph1	chr1:16994939-17097889	SQ	IV	NOTEST	0	0.00351726	inf	0	1	1	no
Jph2	Jph2	Jph2	chr2:163336241-163397993	SQ	IV	NOTEST	0	0.0286805	inf	0	1	1	no
Jph3	Jph3	Jph3	chr8:121730558-121791083	SQ	IV	NOTEST	0.205022	0.135688	-0.595488	0	1	1	no
Jph4	Jph4	Jph4	chr14:55106825-55116935	SQ	IV	NOTEST	0	0.0393415	inf	0	1	1	no
Jpx	Jpx	Jpx	chrX:103493557-103506425	SQ	IV	NOTEST	0.233666	0.443846	0.925612	0	1	1	no
Jsrp1	Jsrp1	Jsrp1	chr10:80808495-80813498	SQ	IV	NOTEST	0	0	0	0	1	1	no
Jup	Jup	Jup	chr11:100368855-100397790	SQ	IV	NOTEST	0.108568	0.113576	0.0650651	0	1	1	no
Kalrn	Kalrn	Kalrn	chr16:33969072-34514027	SQ	IV	NOTEST	0.0464275	0.0187674	-1.30675	0	1	1	no
Kank1	Kank1	Kank1	chr19:25236974-25434498	SQ	IV	NOTEST	0	0.0162438	inf	0	1	1	no
Kank2	Kank2	Kank2	chr9:21766772-21798546	SQ	IV	NOTEST	0.0280661	0	NA	0	1	1	no
Kank4	Kank4	Kank4	chr4:98754891-98817537	SQ	IV	NOTEST	0	0.039031	inf	0	1	1	no
Kank4os	Kank4os	Kank4os	chr4:98754891-98817537	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kap	Kap	Kap	chr6:133849854-133853667	SQ	IV	NOTEST	0	0	0	0	1	1	no
Katnal2	Katnal2	Katnal2	chr18:76976028-77047297	SQ	IV	NOTEST	0	0.00592871	inf	0	1	1	no
Kazald1	Kazald1	Kazald1	chr19:45075240-45079289	SQ	IV	NOTEST	0.018149	0	NA	0	1	1	no
Kazn	Kazn	Kazn	chr4:142102389-142239401	SQ	IV	NOTEST	0.00690026	0.00522804	-0.400381	0	1	1	no
Kbtbd12	Kbtbd12	Kbtbd12	chr6:88545116-88627429	SQ	IV	NOTEST	0	0.00381057	inf	0	1	1	no
Kbtbd13	Kbtbd13	Kbtbd13	chr9:65388683-65391652	SQ	IV	NOTEST	0.0120685	0.0358223	1.56961	0	1	1	no
Kbtbd8os	Kbtbd8os	Kbtbd8os	chr6:95114016-95117631	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcna1	Kcna1	Kcna1	chr6:126636462-126645801	SQ	IV	NOTEST	0	0.0925069	inf	0	1	1	no
Kcna10	Kcna10	Kcna10	chr3:107183142-107195721	SQ	IV	NOTEST	0.18896	0.325008	0.782395	0	1	1	no
Kcna4	Kcna4	Kcna4	chr2:107290588-107298504	SQ	IV	NOTEST	0	0.0145329	inf	0	1	1	no
Kcna5	Kcna5	Kcna5	chr6:126532550-126535555	SQ	IV	NOTEST	0	0.0118331	inf	0	1	1	no
Kcna6	Kcna6	Kcna6	chr6:126708328-126740674	SQ	IV	NOTEST	0.00293255	0.00897538	1.61382	0	1	1	no
Kcna7	Kcna7	Kcna7	chr7:45405959-45411382	SQ	IV	NOTEST	0	0.0100749	inf	0	1	1	no
Kcnab1	Kcnab1	Kcnab1	chr3:64949211-65378225	SQ	IV	NOTEST	0.0695226	0.0315143	-1.14148	0	1	1	no
Kcnab3	Kcnab3	Kcnab3	chr11:69326257-69333041	SQ	IV	NOTEST	0.171308	0.0844109	-1.02109	0	1	1	no
Kcnb1	Kcnb1	Kcnb1	chr2:167095968-167188818	SQ	IV	NOTEST	0.103256	0.231676	1.16589	0	1	1	no
Kcnb2	Kcnb2	Kcnb2	chr1:15286924-15723750	SQ	IV	NOTEST	0	0.0053454	inf	0	1	1	no
Kcnc1	Kcnc1	Kcnc1	chr7:46396467-46438704	SQ	IV	NOTEST	0.0615006	0.122715	0.996635	0	1	1	no
Kcnc2	Kcnc2	Kcnc2	chr10:112271120-112466304	SQ	IV	NOTEST	0.00459846	0.0311825	2.76151	0	1	1	no
Kcnc3	Kcnc3	Kcnc3	chr7:44590885-44604751	SQ	IV	NOTEST	0.00798925	0	NA	0	1	1	no
Kcnc4	Kcnc4	Kcnc4	chr3:107438300-107458898	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcnd1	Kcnd1	Kcnd1	chrX:7823758-7838278	SQ	IV	NOTEST	0.104234	0.191399	0.87676	0	1	1	no
Kcnd2	Kcnd2	Kcnd2	chr6:21215345-21729805	SQ	IV	NOTEST	0.0073466	0.016234	1.14387	0	1	1	no
Kcnd3	Kcnd3	Kcnd3	chr3:105448189-105674002	SQ	IV	NOTEST	0	0.00674608	inf	0	1	1	no
Kcnd3os	Kcnd3os	Kcnd3os	chr3:105448189-105674002	SQ	IV	NOTEST	0	0.402399	inf	0	1	1	no
Kcne1	Kcne1	Kcne1	chr16:92346000-92359468	SQ	IV	NOTEST	0	0.00595889	inf	0	1	1	no
Kcne1l	Kcne1l	Kcne1l	chrX:142304752-142306198	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcne2	Kcne2	Kcne2	chr16:92292388-92298133	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcne3	Kcne3	Kcne3	chr7:100176669-100184869	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcne4	Kcne4	Kcne4	chr1:78791622-79224511	SQ	IV	NOTEST	0	0.00731532	inf	0	1	1	no
Kcng1	Kcng1	Kcng1	chr2:168261697-168269331	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcng2	Kcng2	Kcng2	chr18:80294543-80364254	SQ	IV	NOTEST	0	0.0126939	inf	0	1	1	no
Kcng3	Kcng3	Kcng3	chr17:83585956-83631895	SQ	IV	NOTEST	0	0.0156196	inf	0	1	1	no
Kcng4	Kcng4	Kcng4	chr8:119623853-119635680	SQ	IV	NOTEST	0	0.0320966	inf	0	1	1	no
Kcnh1	Kcnh1	Kcnh1	chr1:192190776-192510159	SQ	IV	NOTEST	0	0.0506227	inf	0	1	1	no
Kcnh3	Kcnh3	Kcnh3	chr15:99224591-99262041	SQ	IV	NOTEST	0.133921	0.0134392	-3.31686	0	1	1	no
Kcnh4	Kcnh4	Kcnh4	chr11:100740377-100759778	SQ	IV	NOTEST	0.146054	0.0507095	-1.52617	0	1	1	no
Kcnh5	Kcnh5	Kcnh5	chr12:74897216-75177332	SQ	IV	NOTEST	0	0.0128913	inf	0	1	1	no
Kcnh6	Kcnh6	Kcnh6	chr11:106008147-106035594	SQ	IV	NOTEST	0.0396416	0.0427877	0.110182	0	1	1	no
Kcnh7	Kcnh7	Kcnh7	chr2:62702945-63184287	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcnh8	Kcnh8	Kcnh8	chr17:52602708-52979194	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcnip1	Kcnip1	Kcnip1	chr11:33629340-34098554	SQ	IV	NOTEST	0.00849968	0.0223079	1.39208	0	1	1	no
Kcnip3	Kcnip3	Kcnip3	chr2:127456497-127522094	SQ	IV	NOTEST	0.0174619	0	NA	0	1	1	no
Kcnip4	Kcnip4	Kcnip4	chr5:48389502-49285659	SQ	IV	NOTEST	0.0991737	0.0593165	-0.741524	0	1	1	no
Kcnj1	Kcnj1	Kcnj1	chr9:32372417-32399194	SQ	IV	NOTEST	0.0348785	0	NA	0	1	1	no
Kcnj10	Kcnj10	Kcnj10	chr1:172341209-172374085	SQ	IV	NOTEST	0.00333518	0.0222996	2.74118	0	1	1	no
Kcnj11	Kcnj11	Kcnj11	chr7:46097122-46100764	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcnj12	Kcnj12	Kcnj12	chr11:61022563-61073267	SQ	IV	NOTEST	0	0.00383266	inf	0	1	1	no
Kcnj13	Kcnj13	Kcnj13	chr1:87326997-87450810	SQ	IV	NOTEST	0.165364	0.0803718	-1.04089	0	1	1	no
Kcnj14	Kcnj14	Kcnj14	chr7:45816466-45824747	SQ	IV	NOTEST	0.0203545	0	NA	0	1	1	no
Kcnj15	Kcnj15	Kcnj15	chr16:95184536-95300258	SQ	IV	NOTEST	0	0.0481961	inf	0	1	1	no
Kcnj16	Kcnj16	Kcnj16	chr11:110968032-111027967	SQ	IV	NOTEST	0.0824787	0.00957466	-3.10673	0	1	1	no
Kcnj2	Kcnj2	Kcnj2	chr11:111066163-111076825	SQ	IV	NOTEST	0	0.00617481	inf	0	1	1	no
Kcnj3	Kcnj3	Kcnj3	chr2:55435969-55598145	SQ	IV	NOTEST	0	0.0035261	inf	0	1	1	no
Kcnj4	Kcnj4	Kcnj4	chr15:79483713-79505241	SQ	IV	NOTEST	0	0.0173031	inf	0	1	1	no
Kcnj5	Kcnj5	Kcnj5	chr9:32314706-32344344	SQ	IV	NOTEST	0.00353506	0	NA	0	1	1	no
Kcnj6	Kcnj6	Kcnj6	chr16:94748682-94997696	SQ	IV	NOTEST	0	0.113584	inf	0	1	1	no
Kcnj8	Kcnj8	Kcnj8	chr6:142564836-142571614	SQ	IV	NOTEST	0.0892103	0.0645567	-0.466644	0	1	1	no
Kcnj9	Kcnj9	Kcnj9	chr1:172320507-172329322	SQ	IV	NOTEST	0.0136945	0.0227129	0.72992	0	1	1	no
Kcnk1	Kcnk1	Kcnk1	chr8:125995101-126030688	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcnk10	Kcnk10	Kcnk10	chr12:98429436-98578213	SQ	IV	NOTEST	0.0737921	0.0140326	-2.39469	0	1	1	no
Kcnk12	Kcnk12	Kcnk12	chr17:87745820-87797994	SQ	IV	NOTEST	0.00636203	0.0385634	2.59967	0	1	1	no
Kcnk13	Kcnk13	Kcnk13	chr12:99964498-100062682	SQ	IV	NOTEST	0	0.0169845	inf	0	1	1	no
Kcnk15	Kcnk15	Kcnk15	chr2:163853749-163858874	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcnk16	Kcnk16	Kcnk16	chr14:20261374-20269269	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcnk18	Kcnk18	Kcnk18	chr19:59219647-59237370	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcnk2	Kcnk2	Kcnk2	chr1:189207929-189402273	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcnk3	Kcnk3	Kcnk3	chr5:30573986-30625270	SQ	IV	NOTEST	0	0.0185137	inf	0	1	1	no
Kcnk4	Kcnk4	Kcnk4	chr19:6925661-6934515	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcnk6	Kcnk6	Kcnk6	chr7:29221927-29232522	SQ	IV	NOTEST	0.482913	0.502383	0.057023	0	1	1	no
Kcnk9	Kcnk9	Kcnk9	chr15:72506985-72547699	SQ	IV	NOTEST	0	0.00214227	inf	0	1	1	no
Kcnma1	Kcnma1	Kcnma1	chr14:23298693-24004205	SQ	IV	NOTEST	0	0.0179684	inf	0	1	1	no
Kcnmb2	Kcnmb2	Kcnmb2	chr3:31902702-32200180	SQ	IV	NOTEST	0	0.00620832	inf	0	1	1	no
Kcnmb3	Kcnmb3	Kcnmb3	chr3:32472320-32491969	SQ	IV	NOTEST	0	0.195692	inf	0	1	1	no
Kcnmb4os1	Kcnmb4os1	Kcnmb4os1	chr10:116417867-116474986	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcnmb4os2	Kcnmb4os2	Kcnmb4os2	chr10:116417867-116474986	SQ	IV	NOTEST	0.40458	0.267988	-0.594256	0	1	1	no
Kcnn1	Kcnn1	Kcnn1	chr8:70843163-70863258	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcnn2	Kcnn2	Kcnn2	chr18:45268858-46045260	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcnn3	Kcnn3	Kcnn3	chr3:89520163-89672494	SQ	IV	NOTEST	0	0.0111913	inf	0	1	1	no
Kcnq1	Kcnq1	Kcnq1	chr7:143107253-143427042	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcnq2	Kcnq2	Kcnq2	chr2:181075578-181135289	SQ	IV	NOTEST	0	0.0216235	inf	0	1	1	no
Kcnq3	Kcnq3	Kcnq3	chr15:65986375-66286629	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcnq4	Kcnq4	Kcnq4	chr4:120696137-120747399	SQ	IV	NOTEST	0	0.0130813	inf	0	1	1	no
Kcnrg	Kcnrg	Kcnrg	chr14:61598225-61682373	SQ	IV	NOTEST	0.139995	0.316656	1.17754	0	1	1	no
Kcns1	Kcns1	Kcns1	chr2:164163618-164171113	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcns2	Kcns2	Kcns2	chr15:34837354-34843407	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcns3	Kcns3	Kcns3	chr12:11090201-11150842	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcnt1	Kcnt1	Kcnt1	chr2:25863794-25918273	SQ	IV	NOTEST	0	0.00854253	inf	0	1	1	no
Kcnt2	Kcnt2	Kcnt2	chr1:140245717-140656402	SQ	IV	NOTEST	0	0.00214593	inf	0	1	1	no
Kcnu1	Kcnu1	Kcnu1	chr8:25849622-25937934	SQ	IV	NOTEST	0.0104305	0.00486582	-1.10005	0	1	1	no
Kcnv1	Kcnv1	Kcnv1	chr15:45106283-45114934	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcnv2	Kcnv2	Kcnv2	chr19:27322618-27337179	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kcp	Kcp	Kcp	chr6:29482035-29507952	SQ	IV	NOTEST	0	0.0172822	inf	0	1	1	no
Kctd12	Kctd12	Kctd12	chr14:102976580-102982637	SQ	IV	NOTEST	0.31686	0.0340144	-3.21962	0	1	1	no
Kctd12b	Kctd12b	Kctd12b	chrX:153685153-153696280	SQ	IV	NOTEST	0.00544596	0	NA	0	1	1	no
Kctd14	Kctd14	Kctd14	chr7:97451333-97459557	SQ	IV	NOTEST	0.0428446	0.0314476	-0.446164	0	1	1	no
Kctd15	Kctd15	Kctd15	chr7:34636998-34655509	SQ	IV	NOTEST	0.0118264	0.0233418	0.980904	0	1	1	no
Kctd16	Kctd16	Kctd16	chr18:40256304-40547258	SQ	IV	NOTEST	0.0038951	0.0239598	2.62088	0	1	1	no
Kctd19	Kctd19	Kctd19	chr8:105373271-105413502	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kctd4	Kctd4	Kctd4	chr14:75896936-76010865	SQ	IV	NOTEST	0.194656	0.159122	-0.290792	0	1	1	no
Kctd8	Kctd8	Kctd8	chr5:69109284-69341709	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kdelr3	Kdelr3	Kdelr3	chr15:79516407-79546741	SQ	IV	NOTEST	0.0648222	0	NA	0	1	1	no
Kdm4d	Kdm4d	Kdm4d	chr9:14462580-14500482	SQ	IV	NOTEST	0.504205	0.29609	-0.767974	0	1	1	no
Kdm5d	Kdm5d	Kdm5d	chrY:897787-943811	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kdr	Kdr	Kdr	chr5:75932826-75978455	SQ	IV	NOTEST	0	0	0	0	1	1	no
Keg1	Keg1	Keg1	chr19:12695789-12719896	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kel	Kel	Kel	chr6:41686329-41704325	SQ	IV	NOTEST	0	0.00729002	inf	0	1	1	no
Kera	Kera	Kera	chr10:97607204-97613688	SQ	IV	NOTEST	0	0	0	0	1	1	no
Khdc1a	Khdc1a	Khdc1a	chr1:21349676-21352199	SQ	IV	NOTEST	0	0	0	0	1	1	no
Khdc1b	Khdc1b	Khdc1b	chr1:21383555-21386384	SQ	IV	NOTEST	0	0	0	0	1	1	no
Khdc1c	Khdc1c	Khdc1c	chr1:21368330-21369743	SQ	IV	NOTEST	0	0.0258635	inf	0	1	1	no
Khdrbs2	Khdrbs2	Khdrbs2	chr1:32172721-32658569	SQ	IV	NOTEST	0	0	0	0	1	1	no
Khdrbs3	Khdrbs3	Khdrbs3	chr15:68928419-69093518	SQ	IV	NOTEST	0.391377	0.168885	-1.21252	0	1	1	no
Kif12	Kif12	Kif12	chr4:63165629-63172131	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kif16bos	Kif16bos	Kif16bos	chr2:142902964-142903572	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kif17	Kif17	Kif17	chr4:138262250-138301973	SQ	IV	NOTEST	0.00386344	0.0961165	4.63683	0	1	1	no
Kif19a	Kif19a	Kif19a	chr11:114765388-114790575	SQ	IV	NOTEST	0.0234507	0.0102651	-1.19187	0	1	1	no
Kif1a	Kif1a	Kif1a	chr1:93015454-93101874	SQ	IV	NOTEST	0	0.00211774	inf	0	1	1	no
Kif21a	Kif21a	Kif21a	chr15:90933274-91049951	SQ	IV	NOTEST	0.0111494	0.0136542	0.292382	0	1	1	no
Kif26a	Kif26a	Kif26a	chr12:112146207-112181747	SQ	IV	NOTEST	0	0.00482306	inf	0	1	1	no
Kif26b	Kif26b	Kif26b	chr1:178529124-178932857	SQ	IV	NOTEST	0.00154479	0.0321685	4.38017	0	1	1	no
Kif27	Kif27	Kif27	chr13:58284726-58354947	SQ	IV	NOTEST	0.0132083	0.0139552	0.0793507	0	1	1	no
Kif28	Kif28	Kif28	chr1:179695036-179804015	SQ	IV	NOTEST	0	0.0695797	inf	0	1	1	no
Kif2b	Kif2b	Kif2b	chr11:91575285-91577555	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kif5a	Kif5a	Kif5a	chr10:127225694-127263363	SQ	IV	NOTEST	0.477046	0.172758	-1.46538	0	1	1	no
Kif6	Kif6	Kif6	chr17:49615171-49909847	SQ	IV	NOTEST	0	0.0101424	inf	0	1	1	no
Kif9	Kif9	Kif9	chr9:110476957-110525174	SQ	IV	NOTEST	0.27879	0.296962	0.0910964	0	1	1	no
Kir3dl1	Kir3dl1	Kir3dl1	chrX:136517998-136534306	SQ	IV	NOTEST	0	0.0154498	inf	0	1	1	no
Kir3dl2	Kir3dl2	Kir3dl2	chrX:136448106-136469041	SQ	IV	NOTEST	0	0.0974556	inf	0	1	1	no
Kirrel	Kirrel	Kirrel	chr3:87078591-87174747	SQ	IV	NOTEST	0	0.0045728	inf	0	1	1	no
Kirrel2	Kirrel2	Kirrel2	chr7:30447765-30457515	SQ	IV	NOTEST	0	0.0221904	inf	0	1	1	no
Kirrel3	Kirrel3	Kirrel3	chr9:34488730-35036307	SQ	IV	NOTEST	0.00379099	0.027277	2.84704	0	1	1	no
Kis2	Kis2	Kis2	chrX:52742502-52744593	SQ	IV	NOTEST	0.027361	0	NA	0	1	1	no
Kiss1	Kiss1	Kiss1	chr1:133327211-133329722	SQ	IV	NOTEST	0	0	0	0	1	1	no
Kiss1r	Kiss1r	Kiss1r	chr10:79697304-80369637	SQ	IV	NOTEST	0.166503	0.0618109	-1.42961	0	1	1	no
Kitl	Kitl	Kitl	chr10:100015820-100100415	SQ	IV	NOTEST	0.00967448	0.00641229	-0.593344	0	1	1	no
Kl	Kl	Kl	chr5:150952606-150993817	SQ	IV	NOTEST	0	0.00672537	inf	0	1	1	no
Klb	Klb	Klb	chr5:65348410-65384003	SQ	IV	NOTEST	0	0.046602	inf	0	1	1	no
Klf1	Klf1	Klf1	chr8:84901981-84905289	SQ	IV	NOTEST	0.206005	0.104348	-0.981277	0	1	1	no
Klf12	Klf12	Klf12	chr14:99870639-100149796	SQ	IV	NOTEST	0.0646236	0.123776	0.937604	0	1	1	no
Klf14	Klf14	Klf14	chr6:30956020-30958990	SQ	IV	NOTEST	0	0.117603	inf	0	1	1	no
Klf15	Klf15	Klf15	chr6:90462575-90479686	SQ	IV	NOTEST	0.00512767	0.00399247	-0.361023	0	1	1	no
Klf17	Klf17	Klf17	chr4:117756658-117765666	SQ	IV	NOTEST	0	0.00477402	inf	0	1	1	no
Klf4	Klf4	Klf4	chr4:55527136-55532475	SQ	IV	NOTEST	0.0354641	0.0116707	-1.60347	0	1	1	no
Klf5	Klf5	Klf5	chr14:99298690-99313409	SQ	IV	NOTEST	0.286673	0	NA	0	1	1	no
Klhdc7a	Klhdc7a	Klhdc7a	chr4:139962172-139968026	SQ	IV	NOTEST	0	0.00286559	inf	0	1	1	no
Klhdc7b	Klhdc7b	Klhdc7b	chr15:89384058-89389821	SQ	IV	NOTEST	0.0232522	0.129794	2.48078	0	1	1	no
Klhdc8a	Klhdc8a	Klhdc8a	chr1:132298625-132307357	SQ	IV	NOTEST	0	0.012441	inf	0	1	1	no
Klhl1	Klhl1	Klhl1	chr14:96105264-96519034	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klhl10	Klhl10	Klhl10	chr11:100441923-100457024	SQ	IV	NOTEST	0.302983	0.548846	0.857168	0	1	1	no
Klhl13	Klhl13	Klhl13	chrX:23219270-23365082	SQ	IV	NOTEST	0	0	0	0	1	1	no
Klhl14	Klhl14	Klhl14	chr18:21550378-21656107	SQ	IV	NOTEST	0.0147869	0.214176	3.8564	0	1	1	no
Klhl29	Klhl29	Klhl29	chr12:5077465-5375682	SQ	IV	NOTEST	0	0.0191535	inf	0	1	1	no
Klhl3	Klhl3	Klhl3	chr13:58000226-58113647	SQ	IV	NOTEST	0.477364	0.233242	-1.03326	0	1	1	no
Klhl30	Klhl30	Klhl30	chr1:91351072-91362404	SQ	IV	NOTEST	0	0.00574848	inf	0	1	1	no
Klhl31	Klhl31	Klhl31	chr9:77636731-77660122	SQ	IV	NOTEST	0.0163804	0.00821515	-0.995611	0	1	1	no
Klhl32	Klhl32	Klhl32	chr4:24612560-24851124	SQ	IV	NOTEST	0.0238208	0.0501577	1.07425	0	1	1	no
Klhl33	Klhl33	Klhl33	chr14:50888580-50897483	SQ	IV	NOTEST	0.00236491	0.0608121	4.6845	0	1	1	no
Klhl34	Klhl34	Klhl34	chrX:157818434-157821060	SQ	IV	NOTEST	0	0.00668324	inf	0	1	1	no
Klhl35	Klhl35	Klhl35	chr7:99466003-99474020	SQ	IV	NOTEST	0.0643814	0.11569	0.84555	0	1	1	no
Klhl38	Klhl38	Klhl38	chr15:58314572-58324169	SQ	IV	NOTEST	0	0	0	0	1	1	no
